GjaeRecId;LedgerDimension;GroupChartOfAccountsValue;Ledger;PostingLayer;SubledgerVoucher;CreatedBy;MainAccount;Text;JournalType;JournalTypeLabel;NumOfLines;CountLedgerJournal;TransactionCurrencyAmount;TransactionCurrencyCode;Activity
5741957733;5644334888;L20205;5637145326;0;9000076497;marta.tozzi;5637145625;Vend.payment: 14/04/2023,300004336,3400210-2023,, MARCOZZI-AM140223;4;Vendor disbursement;15;1;784310000;EUR;ACT03
5692160917;5644334888;L20205;5637145326;0;3400174-2021;giovanna.santostefan;5637145625;VILLA-GV15072021;0;Daily;2;2;-111900000;EUR;ACT03
5673216077;5644324475;L20200;5637145326;0;4000034867;annamaria.massara;5637145525;CASTELLUZZO ASSICURATORI - LANCIATHEMAES267XMscad.10/05/2021-serv. satellitare;0;Daily;2;2;-1000900000;EUR;ACT03
5673486254;5644324475;L20200;5637145326;0;4000034886;giovanna.santostefan;5637145525;TELEPASS PAG.FT.;0;Daily;0;4;-197380000;EUR;ACT03
5730416944;5644324475;L20200;5637145326;0;BRC0024231;marta.tozzi;5637145525;LENTINI B. - 50% SPESE REGISTRAZIONE CONTRATTO + MARCHE DA BOLLO;0;Daily;14;14;110000000;EUR;ACT03
5703137572;5644324475;L20200;5637145326;0;90SG006472;marta.tozzi;5637145525;Vend.payment: 30/01/2022,2201C125169,90SG006472,,;4;Vendor disbursement;50;1;4509120000;EUR;ACT03
5718724167;5644324475;L20200;5637145326;0;BRC0021866;marta.tozzi;5637145525;GREEN - PAG. FT. 113;0;Daily;11;11;4270000000;EUR;ACT03
5735821043;5644324475;L20200;5637145326;0;3400013-2023;marta.tozzi;5637145525;TICKETONE - PAG. FT. ES00130763 BIGLIETTI OMAGGI A DIPENDENTI CC BILANCIONI;0;Daily;27;1;3860000;EUR;ACT03
5729030957;5644324475;L20200;5637145326;0;4000046483;giovanna.santostefan;5637145525;ARCOBALENO NEL CUORE DONAZIONE DEL 04/11/2022;0;Daily;1;1;2500000000;EUR;ACT03
5682573360;5644324475;L20200;5637145326;0;4000037283;giovanna.santostefan;5637145525;TELEPASS PAG. FT.;0;Daily;0;3;-113780000;EUR;ACT03
5705358570;5644324475;L20200;5637145326;0;90SG006807;marta.tozzi;5637145525;Vend.payment: 23/02/2022,DBTP156587,90SG006807,,;4;Vendor disbursement;57;1;3,11795E+11;EUR;ACT03
5686907010;5644324475;L20200;5637145326;0;4000037934;marta.tozzi;5637145525;LA ELIOGRAFICA - PAG. FT. 48/2021;0;Daily;0;9;80520000;EUR;ACT03
5674602267;5644334882;L20200;5637145326;0;4000035374;giovanna.santostefan;5637145619;TP USA - DIFFERENZE CAMBIO;0;Daily;0;1;-76000000;EUR;ACT03
5677042371;5644324475;L20200;5637145326;0;BRC0015576;marta.tozzi;5637145525;PREVIASS - ZURICH INSURANCE PLC N. 95MA1270-95MA1271 + UNISALUTE N. 194/10004494 (31.12.20-31.12.21);0;Daily;5;5;41360000000;EUR;ACT03
5723242414;5644334888;L20205;5637145326;0;BRC0022641;marta.tozzi;5637145625;TALAMO SABINO  - ANTICIPO TRASFERTA 14-15 SETTEMBRE;0;Daily;3;3;150000000;EUR;ACT03
5738758428;5644324475;L20200;5637145326;0;3400092-2023;marta.tozzi;5637145525;TICKETONE - PAG. FT.ES00590826  BIGLIETTI OMAGGI A DIPENDENTI CC BILANCIONI;0;Daily;37;1;51590000;EUR;ACT03
5732148113;5650258637;L20200;5637145326;0;4000047123;giovanna.santostefan;5637145619;TP CRM - INVOICE N. ICO00532 DIFFERENZA CAMBI;0;Daily;1;1;11960000;EUR;ACT03
5747461213;5644324475;L20200;5637145326;0;BRC0027808;marta.tozzi;5637145525;CDP 2014-2020 AMAZON BUSINESS EU SARL PAGAMENTO FATTURA N. IT36FSYABEI DEL 02.03.2023 COD.PRATICA KAQAWQ6 CUP B57E19000150007;0;Daily;17;17;116550000;EUR;ACT03
5744673631;5644324475;L20200;5637145326;0;BRC0027128;marta.tozzi;5637145525;PREVIASS-POLIZZA N. 380985240 GENERALI ITALIA DIV INA REGOLAZIONE PREMIO 2021- 2022 WTW010748-09758;0;Daily;12;12;3220500000;EUR;ACT03
5746984120;5644334888;L20205;5637145326;0;9000079257;marta.tozzi;5637145625;Vend.payment: 12/06/2023,300000651,3400609-2023,, TROCCOLI-GT050623;4;Vendor disbursement;25;1;151610000;EUR;ACT03
5690684463;5644324475;L20200;5637145326;0;3400167-2021;marta.tozzi;5637145525;AMM - SMS RECALL X ENI 07/2021 PAG. FT. 21210005352 CC BILANCIONI;0;Daily;18;17;427000000;EUR;ACT03
5716972898;5644334888;L20205;5637145326;0;9000061834;marta.tozzi;5637145625;Vendor - payment: 29/06/2022, , 9000061834;4;Vendor disbursement;8;1;426600000;EUR;ACT03
5676513471;5644324475;L20200;5637145326;0;9000051262;marta.tozzi;5637145525;Vendor - payment: 28/01/2021, DBTP105981, 9000051262;4;Vendor disbursement;48;1;1105930000;EUR;ACT03
5751584226;5644324475;L20200;5637145326;0;4000050707;marta.tozzi;5637145525;NATIXIS - RWAL FEE 1,5M€<TURNOVAL<50M€;0;Daily;3;1;400000000;EUR;ACT03
5703137582;5644324475;L20200;5637145326;0;90SG006493;marta.tozzi;5637145525;Vend.payment: 30/01/2022,DBTP148572,90SG006493,,;4;Vendor disbursement;50;1;5344000000;EUR;ACT03
5687372084;5644324475;L20200;5637145326;0;9000055964;marta.tozzi;5637145525;Vendor - payment: 23/06/2021, DBTP119643, 9000055964;4;Vendor disbursement;61;1;49042000000;EUR;ACT03
5694722188;5644334888;L20205;5637145326;0;3400248-2021;giovanna.santostefan;5637145625;COLUCCI-LC26092021;0;Daily;0;2;-496990000;EUR;ACT03
5690718039;5644324475;L20200;5637145326;0;4000038678;marta.tozzi;5637145525;FUTURA HOSPITAL - PAG. FT. IT21-38015I-149  ARR.TO;0;Daily;0;2;-70000;EUR;ACT03
5678347710;5644324475;L20200;5637145326;0;BRC0015636;marta.tozzi;5637145525;CENTURYLINK - INVOICE N. 170962130 654238 - 18091 7368 655146;0;Daily;0;1;1695610000;EUR;ACT03
5672233199;5644324475;L20200;5637145326;0;4000034605;giovanna.santostefan;5637145525;ENI BENELUX COMMISSIONI SU FT.30069779;0;Daily;0;1;-2000000;EUR;ACT03
5701559571;5644324475;L20200;5637145326;0;3400511-2021;marta.tozzi;5637145525;MAILCHIMP - PAG. FT. MC08530313 CC BILANCIONI;0;Daily;66;1;47950000;EUR;ACT03
