GjaeRecId;LedgerDimension;GroupChartOfAccountsValue;Ledger;PostingLayer;SubledgerVoucher;CreatedBy;MainAccount;Text;JournalType;JournalTypeLabel;NumOfLines;CountLedgerJournal;TransactionCurrencyAmount;TransactionCurrencyCode;Activity
5640646124;5637191262;E41000;5637145326;0;1400000609;giovanna.santostefan;5637145775;STIPENDIO OTTOBRE;0;Daily;0;876;16410460000;EUR;ACT32
5700874206;5649518910;E41250AE;5637145326;0;4000041028;annamaria.massara;5637515077;EDENRED - WELLFARE - TICKET COMPLIMENTS TOP PREMIUM '12/2021;0;Daily;87;87;270000000;EUR;ACT32
5637242018;5637176739;A10955B;5637145326;0;7200000001;olivier.massonnat;5637145419;ELIMINAZIONE DA INVENTARIO 2016;0;Daily;12149;991;-93660000;EUR;ACT32
5637286650;5637176739;A10955B;5637145326;0;7200000023;olivier.massonnat;5637145419;Eliminazione cespiti interamente ammortizzati;0;Daily;20235;156;-513110000;EUR;ACT32
5637272999;5637176285;Z99999;5637145326;0;9000000295;olivier.massonnat;5637145864;0100003405 -Servizi 360 SRL;0;Daily;9068;4;-20750000000;EUR;ACT32
5637300520;5637176681;A10955D;5637145326;0;7100000028;olivier.massonnat;5637145428;AFB20201700601-0000000028;0;Daily;7931;100;-8770000;EUR;ACT32
5715406272;5646550517;E41040IC;5637145326;0;1400000854;annamaria.massara;5637145792;STIPENDIO MAGGIO;0;Daily;0;846;297460000;EUR;ACT32
5641537943;5637570177;E41000;5637145326;0;1400000614;annamaria.massara;5637145844;STIPENDIO NOVEMBRE;0;Daily;0;861;89770000;EUR;ACT32
5727827386;5645321739;E41095IC;5637145326;0;3400731-2022;marta.tozzi;5637145733;PISA-DG171122-PARCHEGGI FIUMICINO ADR FIUMICINO MISSIONE A TIRANA;0;Daily;2;1;120800000;EUR;ACT32
5740892072;5644327284;A10525;5637145326;0;4000048929;giovanna.santostefan;5637145498;GENESYS CLOUD - MIGRAZIONE LICENZE GENESYS X AMEX 15.07.2023-14.07.2024 11/2023;0;Daily;14;14;522030000;EUR;ACT32
5637355341;5637176285;Z99999;5637145326;0;4000013883;olivier.massonnat;5637145864;F24 - DIP E COLL  10.2017;0;Daily;10391;2;1030000;EUR;ACT32
5638644254;5637189636;E41095IC;5637145326;0;3400225-2018;teresa.carofano;5637145733;GALLO-GG010418-PARCH AUTO AZ FG098YS;0;Daily;0;3;31000000;EUR;ACT32
5679555935;5645363402;E41035IC;5637145326;0;4000036347;giovanna.santostefan;5637145779;INPS FERIE GODUTE E ORE NON RETRIBUITE 02/2021;0;Daily;386;386;-13740000;EUR;ACT32
5744150656;5650545471;E41035IC;5637145326;0;4700000216;annamaria.massara;5637145779;PREMIO DI RISULTATO 2022 - UTILIZZO FONDO - STORNO ACCANTONAMENTO NON UTILIZZATO;0;Daily;87;87;-190150000;EUR;ACT32
5688718133;5645358465;E41049;5637145326;0;4000038203;giovanna.santostefan;5637145717;ADECCO ITALIA SPA - STAFF LEASING 06/2021;0;Daily;0;99;6981170000;EUR;ACT32
5637239697;5637176465;L20407;5637145326;0;4000001485;olivier.massonnat;5637145643;Assenze Carico INPS 01/17;0;Daily;12149;2;20000;EUR;ACT32
