GjaeRecId;LedgerDimension;GroupChartOfAccountsValue;Ledger;PostingLayer;SubledgerVoucher;CreatedBy;MainAccount;Text;JournalType;JournalTypeLabel;NumOfLines;CountLedgerJournal;TransactionCurrencyAmount;TransactionCurrencyCode;Activity
5695092024;5645331216;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36009588, Spit fixed asset;13;Post fixed assets;0;5985;5030000;EUR;ACT17
5695092246;5645331216;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36009699, Spit fixed asset;13;Post fixed assets;0;5985;5030000;EUR;ACT17
5639987273;5637239111;E44000;5637145326;0;7100080398;giovanna.santostefan;5637145819;Z25, Ammortamento Mese;13;Post fixed assets;0;4386;174220000;EUR;ACT17
5695089248;5645331213;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36008170, Spit fixed asset;13;Post fixed assets;0;5985;1880000;EUR;ACT17
5695087034;5645330998;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36007037, Spit fixed asset;13;Post fixed assets;0;5985;3500000;EUR;ACT17
5664407541;5637239080;E44000;5637145326;0;7100080886;annamaria.massara;5637145811;36007074, Spit fixed asset;13;Post fixed assets;0;3284;241500000;EUR;ACT17
5660200146;5637239092;E44000;5637145326;0;7100080823;giovanna.santostefan;5637145813;10000429, Spit fixed asset;13;Post fixed assets;0;155;1600480000;EUR;ACT17
5649372116;5637239134;E44000;5637145326;0;7100080566;giovanna.santostefan;5637145805;Z113, Ammortamento Mese;13;Post fixed assets;698;698;8091460000;EUR;ACT17
5711528409;5645331197;E44000;5637145326;0;7100081112;annamaria.massara;5637145819;24009480, Spit fixed asset;13;Post fixed assets;0;5996;135480000;EUR;ACT17
5695094514;5645330998;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36010835, Spit fixed asset;13;Post fixed assets;0;5985;4950000;EUR;ACT17
5657204221;5637239180;E44000;5637145326;0;7100080786;annamaria.massara;5637145821;Z27, Ammortamento Mese;13;Post fixed assets;0;104;179790000;EUR;ACT17
5695085558;5645331199;E44000;5637145326;0;7100081074;annamaria.massara;5637145819;24009780, Spit fixed asset;13;Post fixed assets;0;5985;830000;EUR;ACT17
5657403483;5641565505;A10925B;5637145326;0;FAA000003511;giovanna.santostefan;5637145415;Z32, Ammortamento Mese;13;Post fixed assets;700;1;-302000000;EUR;ACT17
5656241025;5640939445;E44000;5637145326;0;7100080771;giovanna.santostefan;5637145805;Z113, Ammortamento Mese;13;Post fixed assets;0;518;200340000;EUR;ACT17
5657395476;5641565505;A10925B;5637145326;0;FAA000002924;giovanna.santostefan;5637145415;Z32, Ammortamento Mese;13;Post fixed assets;300;1;-302000000;EUR;ACT17
5669588391;5644222638;E44000;5637145326;0;7100080941;annamaria.massara;5637145811;36010243, Spit fixed asset;13;Post fixed assets;3689;3688;32520000;EUR;ACT17
5657403693;5641565505;A10925B;5637145326;0;FAA000003616;giovanna.santostefan;5637145415;Z32, Ammortamento Mese;13;Post fixed assets;700;1;-302000000;EUR;ACT17
5657397601;5641565505;A10925B;5637145326;0;FAA000003195;giovanna.santostefan;5637145415;Z32, Ammortamento Mese;13;Post fixed assets;700;1;-302000000;EUR;ACT17
5657395602;5641565505;A10925B;5637145326;0;FAA000002987;giovanna.santostefan;5637145415;Z32, Ammortamento Mese;13;Post fixed assets;300;1;-302000000;EUR;ACT17
5657395462;5641565505;A10925B;5637145326;0;FAA000002917;giovanna.santostefan;5637145415;Z32, Ammortamento Mese;13;Post fixed assets;300;1;-302000000;EUR;ACT17
5640448498;5637830868;A10925B;5637145326;0;FAA000001249;giovanna.santostefan;5637145415;36007697, Ammortamento Mese;13;Post fixed assets;219;1;-1322500000;EUR;ACT17
5695092386;5645331216;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36009769, Spit fixed asset;13;Post fixed assets;0;5985;5030000;EUR;ACT17
5695092380;5645331216;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36009766, Spit fixed asset;13;Post fixed assets;0;5985;5030000;EUR;ACT17
5695092542;5645331216;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36009847, Spit fixed asset;13;Post fixed assets;0;5985;5030000;EUR;ACT17
5695092518;5645331216;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36009835, Spit fixed asset;13;Post fixed assets;0;5985;5030000;EUR;ACT17
5695092422;5645331216;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36009787, Spit fixed asset;13;Post fixed assets;0;5985;5030000;EUR;ACT17
5695092816;5645331216;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36009984, Spit fixed asset;13;Post fixed assets;0;5985;5030000;EUR;ACT17
5695093078;5645331216;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36010115, Spit fixed asset;13;Post fixed assets;0;5985;5030000;EUR;ACT17
5668017730;5637239160;E44000;5637145326;0;7100080924;annamaria.massara;5637145819;24007931, Spit fixed asset;13;Post fixed assets;4036;4036;8470000;EUR;ACT17
5695090070;5645331215;E44000;5637145326;0;7100081074;annamaria.massara;5637145811;36008605, Spit fixed asset;13;Post fixed assets;0;5985;20000;EUR;ACT17
5700167643;5645331132;E44000;5637145326;0;7100081092;annamaria.massara;5637145805;109000854, Spit fixed asset;13;Post fixed assets;541;541;126750000;EUR;ACT17
