GjaeRecId;LedgerDimension;GroupChartOfAccountsValue;Ledger;PostingLayer;SubledgerVoucher;CreatedBy;MainAccount;Text;JournalType;JournalTypeLabel;NumOfLines;CountLedgerJournal;TransactionCurrencyAmount;TransactionCurrencyCode;Activity
5637567490;5637173888;A10420;5637145326;0;1100728-2018;giovanna.santostefan;5637145546;TERRATURISMO - ospitalità AMEX 02/18;10;Vendor invoice recording;0;4;93220000;EUR;ACT01
5727921563;5645293726;E41040IC;5637145326;0;1102019-2022;annamaria.massara;5637145765;LEASEPLAN - CANONI SERVIZI AUTO GALLO  GF247CD 2022/11;10;Vendor invoice recording;27;27;374550000;EUR;ACT01
5640093926;5637830841;E41040IC;5637145326;0;1102042-2018;giovanna.santostefan;5637145765;LEASEPLAN - Canoni Leasing Auto VILLA EX822AD 2018/09;10;Vendor invoice recording;16;16;33430000;EUR;ACT01
5639190402;5637175101;L20200;5637145326;0;1101447-2018;giovanna.santostefan;5637145525;MANPOWER - interinali 05/18;10;Vendor invoice recording;3;3;-16180000;EUR;ACT01
5718937840;5644324475;L20200;5637145326;0;1101297-2022;giovanna.santostefan;5637145525;OSCAR - TAXI 05-06/2022;10;Vendor invoice recording;13;13;-1914000000;EUR;ACT01
5651182574;5637175101;L20200;5637145326;0;1101269-2019;annamaria.massara;5637145525;MI.DA.PI. Locazione TA 1-2-3-4 (08/19);10;Vendor invoice recording;0;4;-88738760000;EUR;ACT01
5648803281;5637923021;E41095IC;5637145326;0;1100816-2019;giovanna.santostefan;5637145731;INTERFAB -  Park - 04/19;10;Vendor invoice recording;6;6;126000000;EUR;ACT01
5642986769;5637997273;E41060IC;5637145326;0;FC00015-2019;annamaria.massara;5637145694;INPS - visite mediche RM3 11/18;10;Vendor invoice recording;0;1;52400000;EUR;ACT01
5676947802;5644324464;A10420;5637145326;0;1100061-2021;giovanna.santostefan;5637145546;FASTWEB - VPN - TA1 02/2021;10;Vendor invoice recording;39;39;308000000;EUR;ACT01
5637573840;5637189621;E41095IC;5637145326;0;1100771-2018;annamaria.massara;5637145733;FT RIEPILOGATIVA NR. 4 - ITALO;10;Vendor invoice recording;46;46;-25360000;EUR;ACT01
5730717674;5644330662;L20121C;5637145326;0;1102296-2022;annamaria.massara;5637145520;LEASYS - CANONI  LEASING AUTO MOLINARI FW912HN 2022/12 (100% TPSE NON RIFATTURATA);10;Vendor invoice recording;13;13;51310000;EUR;ACT01
5662514441;5637173888;A10420;5637145326;0;1100648-2020;giovanna.santostefan;5637145546;MANPOWER -  SRTORNO PARZ. FT.2019-8016037 12/19;10;Vendor invoice recording;0;2;-349820000;EUR;ACT01
5708252141;5644324464;A10420;5637145326;0;1100484-2022;annamaria.massara;5637145546;LEASEPLAN - CANONI SERVIZI AUTO QUERCELLINI  GF180CE 2022/03;10;Vendor invoice recording;38;38;33450000;EUR;ACT01
